"","name","province","city","area","address"
"1","中央戏剧学院","北京市","北京市","东城区","北京市东城区东棉花胡同39号"
"2","北京协和医学院","北京市","北京市","东城区","北京市东城区东单三条9号"
"3","北京市一七一中学","北京市","北京市","东城区","北京市东城区和平里北街8号"
"4","北京市第二中学","北京市","北京市","东城区","北京市东城区内务部街15号"
"5","北京市广渠门中学","北京市","北京市","东城区","北京市东城区白桥大街甲1号"
"6","北京景山学校","北京市","北京市","东城区","东城区灯市口大街53号"
"7","北京市第五十中学","北京市","北京市","东城区","北京市东城区夕照寺街13号"
"8","北京市第十一中学","北京市","北京市","东城区","北京市东城区金鱼池西街1号"
"9","北京和平里第四小学","北京市","北京市","东城区","和平里交林夹道"
"10","北京市第五中学","北京市","北京市","东城区","北京市东城区细管胡同13号"
"11","对外经济贸易大学","北京市","北京市","朝阳区","北京市朝阳区惠新东街10号"
"12","北京工业大学","北京市","北京市","朝阳区","北京市朝阳区平乐园100号"
"13","中国传媒大学","北京市","北京市","朝阳区","定福庄东街1号"
"14","北京化工大学(东校区)","北京市","北京市","朝阳区","北京市朝阳区北三环东路15号"
"15","中央美术学院","北京市","北京市","朝阳区","北京市朝阳区花家地南街8号"
"16","北京联合大学","北京市","北京市","朝阳区","北京市朝阳区北四环东路97号"
"17","北京中医药大学(西校区)","北京市","北京市","朝阳区","北京市朝阳区北三环东路11号"
"18","北京第二外国语学院","北京市","北京市","朝阳区","北京市朝阳区定福庄南里1号"
"19","北京服装学院","北京市","北京市","朝阳区","北京市朝阳区樱花园东街甲2号"
"20","中国音乐学院","北京市","北京市","朝阳区","北京市朝阳区安翔路1号"
"21","中央音乐学院","北京市","北京市","西城区","北京市西城区鲍家街43号"
"22","中国人民公安大学(木樨地校区)","北京市","北京市","西城区","北京市西城区木樨地南里1号"
"23","北京建筑大学","北京市","北京市","西城区","北京市西城区展览馆路1号"
"24","外交学院","北京市","北京市","西城区","北京市西城区展览馆路24号"
"25","北京市第八中学","北京市","北京市","西城区","北京市西城区太平桥大街学院小街2号北京八中内(近百盛)"
"26","北京三十五中(高中部)","北京市","北京市","西城区","北京市西城区赵登禹路8号"
"27","北京第二实验小学","北京市","北京市","西城区","北京市西城区新文化街111号"
"28","北京市西城区师范学校附属小学","北京市","北京市","西城区","六铺炕北小街3号"
"29","奋斗小学","北京市","北京市","西城区","北京市西城区二龙路闹市口大街月台胡同15号(近长椿街地铁)"
"30","北京市第三十九中学","北京市","北京市","西城区","北京市西城区西黄城根北街6号"
"31","首都医科大学","北京市","北京市","丰台区","北京市丰台区右安门外西头条10号(近菜户营桥)"
"32","首都经济贸易大学","北京市","北京市","丰台区","北京市丰台区花乡张家路口121号"
"33","中国戏曲学院","北京市","北京市","丰台区","北京市丰台区万泉寺400号"
"34","北京电子科技学院","北京市","北京市","丰台区","北京市丰台区富丰路7号"
"35","国家法官学院(新校区)","北京市","北京市","丰台区","北京市丰台区南四环西路111号"
"36","云岗中学","北京市","北京市","丰台区","北京市丰台区云岗北区东里1号"
"37","北京丰台二中","北京市","北京市","丰台区","北京市丰台区东安街头条3号"
"38","中央音乐学院附中","北京市","北京市","丰台区","芳群园一区2号"
"39","北方工业大学","北京市","北京市","石景山区","北京市石景山区晋元庄路5号"
"40","首钢工学院","北京市","北京市","石景山区","北京市石景山区晋元庄路6号"
"41","中国科学院大学(玉泉路校区)","北京市","北京市","石景山区","北京市石景山区玉泉路19号甲(近玉泉路地铁口)"
"42","北京市中杉学校","北京市","北京市","石景山区","石景山石门路342号"
"43","景山学校(远洋分校)","北京市","北京市","石景山区","北京市石景山区鲁谷东街22号"
"44","北京市第九中学","北京市","北京市","石景山区","北京市石景山区模式口大街甲16号"
"45","北京市京源学校","北京市","北京市","石景山区","京原路10号"
"46","国家检察官学院(香山校区)","北京市","北京市","石景山区","北京市石景山区香山南路111号"
"47","北京市高井中学","北京市","北京市","石景山区","北京市石景山区高井路26号"
"48","清华大学","北京市","北京市","海淀区","北京市海淀区双清路30号"
"49","北京大学","北京市","北京市","海淀区","北京市海淀区颐和园路5号"
"50","北京师范大学","北京市","北京市","海淀区","北京市海淀区新街口外大街19号"
"51","中国人民大学","北京市","北京市","海淀区","北京市海淀区中关村大街59号"
"52","北京航空航天大学","北京市","北京市","海淀区","北京市海淀区学院路37号"
"53","北京科技大学","北京市","北京市","海淀区","北京市海淀区学院路30号"
"54","北京理工大学","北京市","北京市","海淀区","北京市海淀区中关村南大街5号"
"55","北京林业大学","北京市","北京市","海淀区","北京市海淀区清华东路35号"
"56","北京邮电大学","北京市","北京市","海淀区","北京市海淀区西土城路10号"
"57","北京语言大学","北京市","北京市","海淀区","北京市海淀区学院路15号"
"58","大峪中学","北京市","北京市","门头沟区","北京市门头沟区滨河德露苑18号"
"59","大峪第二小学","北京市","北京市","门头沟区","新桥大街18号"
"60","北京八中(京西校区)","北京市","北京市","门头沟区","北京市门头沟区龙兴南二路附近"
"61","黑山小学","北京市","北京市","门头沟区","门头沟区黑山北小街3号"
"62","北京市门头沟区育园小学","北京市","北京市","门头沟区","新桥南大街21-1号"
"63","军庄中学","北京市","北京市","门头沟区","北京市门头沟区S210(军庄路)"
"64","大峪第一小学","北京市","北京市","门头沟区","北京市门头沟区上园北路9号"
"65","新桥路中学","北京市","北京市","门头沟区","北京市门头沟区新桥大街64号"
"66","大峪中学分校","北京市","北京市","门头沟区","北京市门头沟区石门营紫金北路"
"67","北京八中京西附属小学","北京市","北京市","门头沟区","北京市门头沟区美安路北京市第八中学京西附属小学"
"68","北京理工大学(良乡校区)","北京市","北京市","房山区","北京市房山区良乡东路"
"69","北京工商大学(良乡校区)","北京市","北京市","房山区","北京市房山区良乡高教园区阳光南大街附近"
"70","北京中医药大学(良乡校区)","北京市","北京市","房山区","北京市房山区阳光南大街与白杨东路交叉口东北角"
"71","首都师范大学(良乡校区)","北京市","北京市","房山区","白杨东路临1号"
"72","北京民族大学","北京市","北京市","房山区","北京市房山区窦店七里店(G107国道旁)"
"73","现代管理大学","北京市","北京市","房山区","北京市房山区窦店镇白草洼村"
"74","北京网络职业学院","北京市","北京市","房山区","北京市房山区大窦路12号"
"75","北京市博文学校","北京市","北京市","房山区","北京市房山区良乡太平庄(蝶翠苑小区)"
"76","良乡中学","北京市","北京市","房山区","北京市近郊房山区南关东路5号"
"77","北京金隅科技学校","北京市","北京市","房山区","北京市房山区车站东街22号"
"78","北京物资学院","北京市","北京市","通州区","北京市通州区富河大街321号"
"79","北京现代音乐研修学院","北京市","北京市","通州区","北京市通州区云景南大街68号"
"80","北京工业大学(通州校区)","北京市","北京市","通州区","北京市通州区潞苑南大街"
"81","北京卫生职业学院第二院区(玉带河西街)","北京市","北京市","通州区","北京市通州区玉带河西街24号"
"82","潞河中学","北京市","北京市","通州区","北京市通州区新华南路135号"
"83","于家务中学","北京市","北京市","通州区","北京市通州区于家务乡新月路1号派出所后边"
"84","玉桥中学","北京市","北京市","通州区","北京市通州区梨园北街23号"
"85","史家小学(通州分校)","北京市","北京市","通州区","北京市通州区玉桥东小区A1区"
"86","北京通州芙蓉小学","北京市","北京市","通州区","潞城镇通胡大街70号"
"87","北京城市学院(顺义校区)","北京市","北京市","顺义区","北京市顺义区杨镇木燕路"
"88","国家会计学院","北京市","北京市","顺义区","北京市顺义区天竺镇丽苑街9号"
"89","北京顺义国际学校","北京市","北京市","顺义区","北京市顺义区安华街10号"
"90","北京德威英国国际学校","北京市","北京市","顺义区","北京市顺义区首都机场路89号"
"91","海嘉国际双语学校","北京市","北京市","顺义区","北京市顺义区后沙峪裕民大街1号"
"92","北京市牛栏山一中实验学校","北京市","北京市","顺义区","顺安南路99号"
"93","牛栏山第一中学","北京市","北京市","顺义区","北京市顺义区牛栏山镇育才大街1号"
"94","首都医科大学燕京医学院","北京市","北京市","顺义区","北京市顺义区大东路4号"
"95","顺义区杨镇第一中学","北京市","北京市","顺义区","北京市顺义区杨镇木燕路下坡村段"
"96","顺义一中","北京市","北京市","顺义区","北京市顺义区双河大街15号"
"97","华北电力大学","北京市","北京市","昌平区","北京市昌平区回龙观北农路2号"
"98","中国政法大学(昌平校区)","北京市","北京市","昌平区","北京市昌平区府学路27号"
"99","中国石油大学(北京)","北京市","北京市","昌平区","北京市昌平区府学路18号"
"100","中央财经大学(沙河新校区)","北京市","北京市","昌平区","北京市昌平区沙河高教园区顺沙路"
"101","北京邮电大学(沙河校区)","北京市","北京市","昌平区","北京市昌平区南丰路与高教园南三街交口向北400米路东"
"102","北京化工大学(昌平新校区)","北京市","北京市","昌平区","北京市昌平区南口镇南涧路29号"
"103","北京航空航天大学(沙河校区)","北京市","北京市","昌平区","北京市昌平区高教园南三街9号"
"104","中央戏剧学院(昌平校区)","北京市","北京市","昌平区","北京市昌平区宏福中路4号"
"105","北京农学院","北京市","北京市","昌平区","北京市昌平区回龙观镇北农路7号"
"106","北京汇佳职业学院","北京市","北京市","昌平区","北京市昌平区创新路20号"
"107","北京建筑大学(大兴校区)","北京市","北京市","大兴区","北京市大兴区黄村镇永源路15号"
"108","北京电子科技职业学院(亦庄校区)","北京市","北京市","大兴区","北京市大兴区凉水河一街9号"
"109","北京印刷学院","北京市","北京市","大兴区","北京市大兴区兴华大街二段1号"
"110","中国人民公安大学(团河校区)","北京市","北京市","大兴区","黄亦路"
"111","北京石油化工学院","北京市","北京市","大兴区","北京市大兴区黄村镇清源北路19号"
"112","北京大学软件与微电子学院","北京市","北京市","大兴区","北京市大兴工业开发区金苑路24号"
"113","北京石油化工学院(康庄校区)","北京市","北京市","大兴区","北京市大兴区黄村镇康庄路"
"114","旧宫中学","北京市","北京市","大兴区","北京市大兴区旧宫东路61号"
"115","大兴一中","北京市","北京市","大兴区","北京市大兴区兴政街6号"
"116","中国科学院大学雁栖湖校区西区","北京市","北京市","怀柔区","北京市怀柔区怀北镇怀北庄"
"117","航天工程大学","北京市","北京市","怀柔区","北京市怀柔区八一路"
"118","国家法官学院(北京分院)","北京市","北京市","怀柔区","北京怀柔区雁水路九号"
"119","京北职业技术学院","北京市","北京市","怀柔区","北京市怀柔区小中富乐一区188号"
"120","百汇演艺学校","北京市","北京市","怀柔区","北京市怀柔区凤瑞二园9号"
"121","怀柔一中","北京市","北京市","怀柔区","府前西街3号"
"122","北京华嘉专修学院","北京市","北京市","怀柔区","北京市怀柔区于家园6号"
"123","北京电影学院怀柔校区(建设中)","北京市","北京市","怀柔区","和平路与安平东路交叉口东南150米"
"124","怀柔三中","北京市","北京市","怀柔区","迎宾北路36号"
"125","平谷四中","北京市","北京市","平谷区","赵各庄南路43号"
"126","平谷中学","北京市","北京市","平谷区","北京市平谷区府前街6号"
"127","中南海爱心小学","北京市","北京市","平谷区","北京市平谷区大华山镇东辛撞村东辛路1号"
"128","北京华夏管理学院","北京市","北京市","平谷区","北京市平谷区以外马昌营镇南定福东路169号"
"129","黄松峪中学","北京市","北京市","平谷区","黄松峪东大街343号"
"130","北京市平谷区第五中学(高中部)","北京市","北京市","平谷区","北京市平谷区园丁小区1号"
"131","北京师范大学附属中学(平谷第一分校)","北京市","北京市","平谷区","北京市平谷区金河北街101号院"
"132","平谷区第六中学","北京市","北京市","平谷区","建设街204号"
"133","北京市平谷区刘家河中学","北京市","北京市","平谷区","北京市平谷区南独乐河镇刘家河村西二路13号"
"134","平谷七小","北京市","北京市","平谷区","北京市平谷区东赵路北100米"
"135","中航大学","北京市","北京市","密云区","北京市密云区密云水库内湖"
"136","十里堡中学","北京市","北京市","密云区","十里堡"
"137","密云二中","北京市","北京市","密云区","北京市密云区康复路5号"
"138","密云区第一中学","北京市","北京市","密云区","北京市密云区兴云路27号"
"139","密云第二小学","北京市","北京市","密云区","北京市密云区密云第二小学(国泰百货东南200米)"
"140","密云区第四小学","北京市","北京市","密云区","北京市密云区密云第四小学(行宫小区西北80米)"
"141","密云巨各庄中学","北京市","北京市","密云区","北京市密云区巨各庄镇政府大街"
"142","果园小学","北京市","北京市","密云区","北京市密云区果园西里1甲号楼"
"143","密云区北庄中学","北京市","北京市","密云区","北京市密云区北庄镇北庄村华盛路镇政府旁"
"144","河南寨中学","北京市","北京市","密云区","北京市密云区顺密路芦古庄"
"145","天津商务职业学院(六纬路校区)","天津市","天津市","河东区","天津市河东区六纬路82号"
"146","天津音乐学院(南校区)","天津市","天津市","河东区","天津市河东区十四经路9号"
"147","天津市第一商业学校","天津市","天津市","河东区","天津市河东区津塘路129号"
"148","天津第一百零二中学","天津市","天津市","河东区","天津市河东区晨阳道与靖江路交口东路南"
"149","天津七中","天津市","天津市","河东区","天津市河东区成林路30号"
"150","天津市第四十五中学","天津市","天津市","河东区","河东区广宁路15号(近中山门轻轨)"
"151","天津铁道职业技术学院(河东校区)","天津市","天津市","河东区","天津市河东区大桥道62号"
"152","天津市河东区翔宇小学","天津市","天津市","河东区","河东区八纬路28号"
"153","天津市求真高级中学","天津市","天津市","河东区","天津市河东区王串场六号路7号"
"154","天津市河东实验小学","天津市","天津市","河东区","河东区韶山道36号"
"155","天津财经大学","天津市","天津市","河西区","天津市河西区珠江道25号"
"156","天津外国语大学","天津市","天津市","河西区","天津市河西区马场道117号"
"157","天津科技大学(河西校区)","天津市","天津市","河西区","天津市河西区大沽南路1038号"
"158","新华中学","天津市","天津市","河西区","天津市河西区马场道99号"
"159","天津实验中学","天津市","天津市","河西区","天津市河西区平山道1号"
"160","天津小学","天津市","天津市","河西区","大沽南路977号"
"161","天津医科大学(广东路校区)","天津市","天津市","河西区","天津市河西区广东路1号"
"162","天津市第四十二中学","天津市","天津市","河西区","河西区大沽南路837号"
"163","天津市第四中学","天津市","天津市","河西区","澧水道与金星路交叉口南100米"
"164","上海道小学(广东路)","天津市","天津市","河西区","广东路5号"
"165","北京科技职业学院(八达岭校区)","北京市","北京市","延庆区","孔子东路与爱因斯坦路交叉口南50米"
"166","延庆区第一中学","北京市","北京市","延庆区","北京市延庆区高塔路5号"
"167","北京人文大学(康庄校区)","北京市","北京市","延庆区","康庄镇西官路"
"168","延庆区下屯中学","北京市","北京市","延庆区","下屯延康路"
"169","北京市第二外国语学院贯培学院","北京市","北京市","延庆区","北京市延庆区湖南东路8号"
"170","延庆区第八中学","北京市","北京市","延庆区","北京市延庆区第八中学(延琉路北)"
"171","延庆区第二小学","北京市","北京市","延庆区","延庆区延庆镇高塔街19号"
"172","北京邮电大学(世纪学院)","北京市","北京市","延庆区","北京市延庆区康庄镇西官路1号"
"173","延庆区第三中学","北京市","北京市","延庆区","北京市延庆区第三中学(延庆县香苑街106号)"
"174","延庆区第三小学","北京市","北京市","延庆区","北京市延庆区东外大街66号"
"175","南开大学(八里台校区)","天津市","天津市","南开区","天津市南开区卫津路94号"
"176","天津大学","天津市","天津市","南开区","天津市南开区卫津路92号"
"177","天津市南开中学","天津市","天津市","南开区","天津市南开区南开四马路36号"
"178","中营小学","天津市","天津市","南开区","北城街(近崇化中学)"
"179","南开大学附属中学","天津市","天津市","南开区","天津市南开区三潭路165号(近鞍山西道)"
"180","天津社会科学院","天津市","天津市","南开区","欣苑路25号"
"181","天津市二十五中学(青年路)","天津市","天津市","南开区","青年路395号"
"182","崇化中学","天津市","天津市","南开区","天津市南开区北城街鼓楼西侧"
"183","南开区义兴里小学","天津市","天津市","南开区","南丰路义兴里140号"
"184","天津美术学院","天津市","天津市","河北区","天津市河北区天纬路4号"
"185","天津二中","天津市","天津市","河北区","天津市河北区昆纬路109号"
"186","天津市第十四中学","天津市","天津市","河北区","天津市河北区水产前街45号"
"187","天津市第一轻工业学校","天津市","天津市","河北区","古北道2号"
"188","天津市河北区中心小学","天津市","天津市","河北区","天津市河北区宙纬路46号"
"189","天津市第七十八中学","天津市","天津市","河北区","增产道23"
"190","育婴里小学(曙光路)","天津市","天津市","河北区","天津市河北区元纬路113号"
"191","天津市第三十五中学","天津市","天津市","河北区","南口路与普济河道交叉口"
"192","天津美术学院(北校区)","天津市","天津市","河北区","天津市河北区志成路7号"
"193","天津外国语学校","天津市","天津市","河北区","天津市河北区南口路11号"
"194","河北工业大学(红桥校区)","天津市","天津市","红桥区","天津市红桥区丁字沽一号路8号"
"195","天津市红桥区实验小学","天津市","天津市","红桥区","天津市红桥区丁字沽二号路(丁字沽3号路与白酒厂大道交口)"
"196","天津市第三中学","天津市","天津市","红桥区","天津市红桥区向东道1号"
"197","天津市民族中学","天津市","天津市","红桥区","西青道87号"
"198","天津惠灵顿国际学校","天津市","天津市","红桥区","红桥区南运河南路义德道1号"
"199","天津市五中(新校区)","天津市","天津市","红桥区","天津市红桥区团结路6号"
"200","河北工业大学南院","天津市","天津市","红桥区","天津市红桥区红桥北大街28附近"
"201","天津市复兴中学","天津市","天津市","红桥区","天津市红桥区春和路1号(先春园小区东侧)"
"202","天津市泰达实验中学","天津市","天津市","红桥区","天津市红桥区赵家场大街8号"
"203","天津师范学校附属小学","天津市","天津市","红桥区","水木天成团结路1号"
"204","中国民航大学","天津市","天津市","东丽区","天津市东丽区津北公路2898号"
"205","天津生物工程职业技术学院","天津市","天津市","东丽区","天津市东丽区经济技术开发区西区南大街175号"
"206","天津八中","天津市","天津市","河东区","天津市河东区秀丽路55号"
"207","天津市第一百中学","天津市","天津市","东丽区","天津市东丽区紫英路2号"
"208","中国民航大学南院校门口","天津市","天津市","东丽区","天津市东丽区首都机场路"
"209","天津耀华滨海学校","天津市","天津市","东丽区","天津市东丽区津滨大道雪莲桥南侧登州南路98号"
"210","天津市第一中学滨海学校","天津市","天津市","东丽区","天津市东丽区S103(津汉公路)"
"211","北大附中天津东丽湖学校","天津市","天津市","东丽区","天津市东丽区东丽湖情景大道"
"212","华侨城实验学校","天津市","天津市","东丽区","天津市东丽区东丽大道华侨城·天津附近"
"213","天津工业大学","天津市","天津市","西青区","天津市西青区宾水西道399号"
"214","天津城建大学","天津市","天津市","西青区","天津市西青区津静路26号"
"215","天津师范大学","天津市","天津市","西青区","天津市西青区宾水西道393号"
"216","天津农学院","天津市","天津市","西青区","近郊西青区津静路22号(近城建学院)"
"217","天津农学院(西校区)","天津市","天津市","西青区","天津市西青区津同公路19号"
"218","天津市经济贸易学校","天津市","天津市","西青区","卫津南路239号"
"219","天津模范小学(华苑校区)","天津市","天津市","南开区","南开区华苑街道中孚路49号"
"220","天津市第二新华中学","天津市","天津市","西青区","天津市西青区天津市人民检察院西"
"221","张家窝中学","天津市","天津市","西青区","天津市西青区知景道社会山南苑对面"
"222","南开大学(津南校区)","天津市","天津市","津南区","天津市海津南区同砚路38号"
"223","天津大学北洋园校区","天津市","天津市","津南区","天津市津南区雅观路135号"
"224","天津职业技术师范大学","天津市","天津市","津南区","天津市津南区大沽南路1309号(近天津市第五机床厂)"
"225","天津市南开翔宇学校(梅江校区)","天津市","天津市","津南区","天津市津南区浯水道289号"
"226","天津市双港中学","天津市","天津市","津南区","天津市津南区双港镇津沽路920号"
"227","北闸口中学","天津市","天津市","津南区","天津市津南区御惠道12号"
"228","天津市仪表无线电工业学校","天津市","天津市","津南区","咸水沽镇海河教育园区雅深路6号"
"229","天华实验中学","天津市","天津市","津南区","咸水沽二道桥月牙河公园南侧"
"230","天津市咸水沽第一中学","天津市","天津市","津南区","咸水沽镇津歧路全红桥旁"
"231","天津咸水沽第四小学","天津市","天津市","津南区","津沽公路268号"
"232","河北工业大学(北辰校区)","天津市","天津市","北辰区","天津市北辰区西平道5340号"
"233","天津商业大学","天津市","天津市","北辰区","天津市北辰区光荣道409号"
"234","天津职业大学","天津市","天津市","北辰区","天津市北辰区洛河道2号"
"235","渤海职业技术学院","天津市","天津市","北辰区","天津市北辰区205国道1号"
"236","天津市第四十七中学","天津市","天津市","北辰区","天津市北辰区京津路466号"
"237","刘安庄小学","天津市","天津市","北辰区","天津市北辰区北仓延长线刘安庄村委东"
"238","青光中学","天津市","天津市","北辰区","津霸公路"
"239","瑞景小学","天津市","天津市","北辰区","辰达路与龙泉道交口"
"240","天津广播电视大学(北辰分校)","天津市","天津市","北辰区","天津市北辰区富锦道3号"
"241","南仓中学","天津市","天津市","北辰区","天津市北辰区天穆老道102号"
"242","天津天狮学院(新校区)","天津市","天津市","武清区","天津市武清区翠亨路128号"
"243","杨村第一中学","天津市","天津市","武清区","天津市武清新城南东路282号"
"244","天和城实验中学","天津市","天津市","武清区","天津市武清区下朱庄街天和路26号"
"245","杨村第三中学","天津市","天津市","武清区","天津市武清区泉州南路与振华西道交叉口西南角"
"246","雍阳中学","天津市","天津市","武清区","振华西道251号"
"247","武清城关中学","天津市","天津市","武清区","天津市武清区城关镇武落路"
"248","曹子里中学","天津市","天津市","武清区","曹子里乡杨六路"
"249","杨村第八中学","天津市","天津市","武清区","天津市武清区前进道160号"
"250","梅厂中学","天津市","天津市","武清区","武清区杨北公路馨梅福苑旁"
"251","杨村第十小学","天津市","天津市","武清区","杨村镇强国道43号"
"252","宝坻一中","天津市","天津市","宝坻区","天津市宝坻区北城东路天馨家园对面"
"253","宝坻区第九中学","天津市","天津市","宝坻区","西环南路朝阳大道附近"
"254","宝坻四中","天津市","天津市","宝坻区","天津市宝坻区进京路30号"
"255","宝坻三中","天津市","天津市","宝坻区","天津市宝坻区建设路46号"
"256","宝坻二中","天津市","天津市","宝坻区","天津市宝坻区苏北路5号"
"257","北京科技大学天津学院","天津市","天津市","宝坻区","天津市宝坻区珠江北环东路1号"
"258","宝坻六中","天津市","天津市","宝坻区","天津市宝坻区渔阳路"
"259","宝坻五中","天津市","天津市","宝坻区","进京路31号"
"260","天津财经大学珠江学院","天津市","天津市","宝坻区","天津市宝坻区京津新城祥瑞大街"
"261","大口屯高级中学","天津市","天津市","宝坻区","天津市宝坻区大口屯高级中学(津围线西)"
"262","天津科技大学","天津市","天津市","滨海新区","天津市滨海新区第十三大街29号"
"263","天津大港一中","天津市","天津市","滨海新区","天津市滨海新区世纪大道东288号"
"264","天津外国语大学(滨海校区)","天津市","天津市","滨海新区","天津市滨海新区学府路60号"
"265","天津泰达枫叶国际学校","天津市","天津市","滨海新区","天津市滨海新区第三大街71号"
"266","天津市南开中学滨海生态城学校","天津市","天津市","滨海新区","天津市滨海新区中央大道附近"
"267","紫云中学","天津市","天津市","滨海新区","天津市滨海新区新港三号路3350号"
"268","天津市塘沽第一中学","天津市","天津市","滨海新区","天津市滨海新区烟台道3号"
"269","天津工程职业技术学院(南校区)","天津市","天津市","滨海新区","天津市滨海新区三号院幸福路51号"
"270","天津实验中学滨海学校","天津市","天津市","滨海新区","天津市滨海新区西中环快速天津市实验中学滨海学校"
"271","浙江路小学","天津市","天津市","滨海新区","上海道2461号"
"272","芦台第五中学","天津市","天津市","宁河区","天津市宁河区金翠路2号"
"273","宁河区丰台中学","天津市","天津市","宁河区","天津市宁河区芦玉公路附近"
"274","芦台第二中学","天津市","天津市","宁河区","天津市宁河区永康道"
"275","宁河任凤高中","天津市","天津市","宁河区","天津市宁河区七里海镇任凤庄"
"276","北淮淀中学","天津市","天津市","宁河区","天津市宁河区北淮淀村"
"277","大王台中心小学","天津市","天津市","宁河区","天津市宁河区造甲城镇大王台小学"
"278","宁河区芦台镇第一小学","天津市","天津市","宁河区","芦台镇震新路26号"
"279","大北中学","天津市","天津市","宁河区","大北涧沽"
"280","俵口小学","天津市","天津市","宁河区","天津市宁河区潮白河左堤路"
"281","宁河区芦台第四中学","天津市","天津市","宁河区","芦台镇震新路45号"
"282","天津中医药大学(新校区)","天津市","天津市","静海区","天津市静海区北华南路"
"283","天津体育学院(新校区)","天津市","天津市","静海区","天津市静海区团泊新城西区健康产业园"
"284","静海第一中学","天津市","天津市","静海区","静海区地纬路19号"
"285","北京师范大学静海附属学校","天津市","天津市","静海区","团泊大道18号"
"286","子牙新城第一小学","天津市","天津市","静海区","天津市静海区子牙新城"
"287","天津市静海区第二中学","天津市","天津市","静海区","静海镇北纬三路"
"288","天津大学仁爱学院","天津市","天津市","静海区","天津市静海区205国道"
"289","天津体育职业学院","天津市","天津市","静海区","天津市静海区团泊新城西区团泊大道西侧、北华路北侧"
"290","静海区第四中学","天津市","天津市","静海区","天津市静海区胜利大街南街112号"
"291","静海区三中","天津市","天津市","静海区","天津市静海区东升北里四排与地纬路交叉口南100米"
"292","河北师范大学汇华学院","河北省","石家庄市","桥西区","河北省石家庄市桥西区红旗大街469号"
"293","河北交通职业技术学院(西院区)","河北省","石家庄市","桥西区","桥西区友谊南大街258号"
"294","石家庄二中润德学校","河北省","石家庄市","桥西区","河北省石家庄市桥西区胜利南大街汇安路8号"
"295","河北中医学院(橘泉校区)","河北省","石家庄市","桥西区","石家庄市桥西区新石南路326号"
"296","河北师大附属民族学院","河北省","石家庄市","桥西区","河北省石家庄市桥西区红旗大街356号"
"297","石家庄六中","河北省","石家庄市","桥西区","石家庄市桥西区裕华西路303号"
"298","河北地质职工大学","河北省","石家庄市","桥西区","河北石家庄市中山西路901号"
"299","石家庄市草场街小学","河北省","石家庄市","桥西区","师范街87号"
"300","河北司法警官职业学院(石家庄校区)","河北省","石家庄市","桥西区","石家庄市桥西区工农路587号"
"301","石家庄四十一中学","河北省","石家庄市","桥西区","河北省石家庄市桥西区工农路486号"
"302","河北经贸大学","河北省","石家庄市","新华区","河北省石家庄市新华区学府路47号"
"303","河北政法职业学院(新校区)","河北省","石家庄市","新华区","河北省石家庄市新华区友谊北大街569号"
"304","河北地质大学(北校区)","河北省","石家庄市","新华区","河北省石家庄市新华区景源街26号"
"305","石家庄铁路职业技术学院(北校区)","河北省","石家庄市","新华区","河北省石家庄市新华区学府路41号"
"306","石家庄二中","河北省","石家庄市","新华区","河北省石家庄市新华区兴凯路187号"
"307","石家庄精英中学(北校区)","河北省","石家庄市","新华区","河北石家庄学府路196号"
"308","河北政法职业学院北院","河北省","石家庄市","新华区","河北省石家庄市学府路77号"
"309","石家庄市第四十二中学","河北省","石家庄市","新华区","石家庄市新华区文苑街42号"
"310","河北传媒学院(河北传媒学院心理健康中心西北)","河北省","石家庄市","新华区","河北省石家庄市新华区警安路8号"
"311","石家庄市第三十八中学","河北省","石家庄市","新华区","新华区高柱路13号"
"312","蓟州区四中","天津市","天津市","蓟州区","天津市蓟州区兴华大街59号"
"313","蓟州区一中","天津市","天津市","蓟州区","天津市蓟州区迎宾路1号"
"314","蓟州区下仓中学","天津市","天津市","蓟州区","下仓镇津围公路西侧"
"315","蓟州区杨家楼中学","天津市","天津市","蓟州区","天津市蓟州区蓟县杨家楼中学(京哈公路北)"
"316","蓟州区马伸桥中学","天津市","天津市","蓟州区","马伸桥镇北赵各庄村"
"317","蓟州区擂鼓台中学","天津市","天津市","蓟州区","天津市蓟州区出头岭淋平公路蓟州区人民法庭出头岭人民法庭北侧"
"318","天津市晟楷中学","天津市","天津市","蓟州区","蓟州区经济开发区津围路2号"
"319","蓟州区第二中学","天津市","天津市","蓟州区","天津市蓟州区渔阳镇人民西大街221号"
"320","蓟州区邦均中学","天津市","天津市","蓟州区","天津市蓟州区邦均蓟县邦均中学(平宝线西)"
"321","蓟州区下营中学","天津市","天津市","蓟州区","天津市蓟州区下营镇马营公路"
"322","石家庄市矿区中学","河北省","石家庄市","井陉矿区","河北省石家庄市井陉矿区南纬中路107号"
"323","南寨小学","河北省","石家庄市","井陉矿区","石家庄市井陉矿区南寨村"
"324","石家庄市井陉矿区贾庄中学","河北省","石家庄市","井陉矿区","河北省石家庄市井陉矿区贾庄贾凤路1号"
"325","横北小学","河北省","石家庄市","井陉矿区","横北村内部"
"326","横西学校","河北省","石家庄市","井陉矿区","南纬西路和文兴街交汇处"
"327","凤山中心小学","河北省","石家庄市","井陉矿区","云凤路与855乡道交叉口东北100米"
"328","矿区第一小学","河北省","石家庄市","井陉矿区","矿市街道矿市南街6号"
"329","矿区职教中心","河北省","石家庄市","井陉矿区","石家庄市井陉矿区文兴路1号"
